No.,Review_Text,Sentiment_Label,review_length,tokens,Cleaned_review
6280001,works many levels read great adventure like ivanhoe treasure island religon mixed science technology line direction corruption absolute power take power life death could done one could live thousand lifetimes would live one lifetime disappointing thing author opinion never come close equaling book one else either,1,46,"['work', 'many', 'level', 'read', 'great', 'adventure', 'like', 'ivanhoe', 'treasure', 'island', 'religon', 'mixed', 'science', 'technology', 'line', 'direction', 'corruption', 'absolute', 'power', 'take', 'power', 'life', 'death', 'could', 'done', 'one', 'could', 'live', 'thousand', 'lifetime', 'would', 'live', 'one', 'lifetime', 'disappointing', 'thing', 'author', 'opinion', 'never', 'come', 'close', 'equaling', 'book', 'one', 'else', 'either']",work many level read great adventure like ivanhoe treasure island religon mixed science technology line direction corruption absolute power take power life death could done one could live thousand lifetime would live one lifetime disappointing thing author opinion never come close equaling book one else either
6290001,widow larkspur inn well written plot drew kept interested characters welldeveloped challenging number characters story look forward author,1,18,"['widow', 'larkspur', 'inn', 'well', 'written', 'plot', 'drew', 'kept', 'interested', 'character', 'welldeveloped', 'challenging', 'number', 'character', 'story', 'look', 'forward', 'author']",widow larkspur inn well written plot drew kept interested character welldeveloped challenging number character story look forward author
6300001,thought novel quite boring let give bottom line group people drank clubs get away problems thought sex everyone story concerned sickening think need satisfy sexual needs cope drank like every night thought jake main character narrator shouldnt gone doenst deserve pain hes innocent man wants crush brett return lovethis novel somewhat similar modern life people drink get away everyday troubles reading novel realize love sex true love,0,67,"['thought', 'novel', 'quite', 'boring', 'let', 'give', 'bottom', 'line', 'group', 'people', 'drank', 'club', 'get', 'away', 'problem', 'thought', 'sex', 'everyone', 'story', 'concerned', 'sickening', 'think', 'need', 'satisfy', 'sexual', 'need', 'cope', 'drank', 'like', 'every', 'night', 'thought', 'jake', 'main', 'character', 'narrator', 'shouldnt', 'gone', 'doenst', 'deserve', 'pain', 'he', 'innocent', 'man', 'want', 'crush', 'brett', 'return', 'lovethis', 'novel', 'somewhat', 'similar', 'modern', 'life', 'people', 'drink', 'get', 'away', 'everyday', 'trouble', 'reading', 'novel', 'realize', 'love', 'sex', 'true', 'love']",thought novel quite boring let give bottom line group people drank club get away problem thought sex everyone story concerned sickening think need satisfy sexual need cope drank like every night thought jake main character narrator shouldnt gone doenst deserve pain he innocent man want crush brett return lovethis novel somewhat similar modern life people drink get away everyday trouble reading novel realize love sex true love
6310001,college football season come end pete carrolls university southern california trojans completed perfect season collegiate football history many perfect teams teams went undefeated untied en route consensus national championship usc enjoyed fair share kinds wiretowire perfect seasons stars never aligned team quite like trojans first sixth team ranked number one nation preseason polls bowl games usc team twice trojans considered many greatest team time accomplished feat sc also ranked number one end regular season bowls carried right without interruptionthe trojans also boast heisman trophy winner twotime junior allamerican quarterback matt leinart teammate allamerican sophomore running back reggie bush new york finalist award usc repeat national championship feat rarely done middle game winning streak beat oklahoma orange bowl game previewed greatest game college football history army cadets featured similar winning streak two heisman winners doc blanchard glenn davis teams compare nobody done quite way carrolls team ita came close nebraska cornhuskers featured undefeated regular season included winners heisman outland trophies lost miami orange bowl oklahoma sooners looked similar path heisman winner jason white faltered big championship game well orange bowlin light uscs recent dominance worth considering place history current trojans uscs football program going back beginning th century time take mantel greatest program history college football away struggling notre dame fighting irish lay squarely deserving new champions usc furthermore usc continues lay claim greatest historical athletic program college history wellthe twotime defending national champions dynasty leinart returns senior year better season leinart senior heisman favorite year threetime allamerican walk away career honors player ever three national championships two heismans johnny unitas award walter camp award maxwell trophy davey obrien award et al probably number one pick nfl draftthe trojans possibly greatest twoyear dynasty ever win third title first lose couple linebackers aside leinart bush junior running backs lendale white herschel dennis return whole offensive line returns tight ends receivers back defense part experienced trojans potential greatest singleseason team ever assembled better even trojans sophtobe jeff byers nations best lineman coming high school could win outland trophy graduating sophtobe linebacker keith rivers top prep position may garner butkus trophy day leinart leaves nfl usc retool quarterback one two blue chip recruitsin john david booty redshirt sophomore top prep quarterback america louisianas evangel christian high school competition mark sanchez top prep quarterback us mission viejo high nations number two team orange county california usc number one recruiting class country three years row last years considered greatest time class finalized february promises good pipeline endless light fact enter next season ranked number one favored win third national championship row worthy continued hype consider troy runs table winning streak probably either booty sanchez living challenge maybe senior running back bush winning heisman starring cast headlined juniors rivers byers trojans could challenge oklahomas game winning streak looking four national championships row wait booty could quarterback team sanchez would redshirt junior senior considering last two sc quarterbacks carson palmer leinart heisman usc could conceivably come away four trophies end decade scenario could senior quarterback matt leinart usc senior running back reggie bush usc senior usc quarterback john david booty usc oklahoma running back adrian petersen pro senior quarterback mark sanchez uscsteven travers author best selling barry bonds baseballs superman graduate university southern california currently working new book turning tide former trojan football stars sam bam cunningham john papadakis turning tide documents uscalabama game ended segregation american south addition book film documentary development steven reached uscsteveaolcom,1,568,"['college', 'football', 'season', 'come', 'end', 'pete', 'carroll', 'university', 'southern', 'california', 'trojan', 'completed', 'perfect', 'season', 'collegiate', 'football', 'history', 'many', 'perfect', 'team', 'team', 'went', 'undefeated', 'untied', 'en', 'route', 'consensus', 'national', 'championship', 'usc', 'enjoyed', 'fair', 'share', 'kind', 'wiretowire', 'perfect', 'season', 'star', 'never', 'aligned', 'team', 'quite', 'like', 'trojan', 'first', 'sixth', 'team', 'ranked', 'number', 'one', 'nation', 'preseason', 'poll', 'bowl', 'game', 'usc', 'team', 'twice', 'trojan', 'considered', 'many', 'greatest', 'team', 'time', 'accomplished', 'feat', 'sc', 'also', 'ranked', 'number', 'one', 'end', 'regular', 'season', 'bowl', 'carried', 'right', 'without', 'interruptionthe', 'trojan', 'also', 'boast', 'heisman', 'trophy', 'winner', 'twotime', 'junior', 'allamerican', 'quarterback', 'matt', 'leinart', 'teammate', 'allamerican', 'sophomore', 'running', 'back', 'reggie', 'bush', 'new', 'york', 'finalist', 'award', 'usc', 'repeat', 'national', 'championship', 'feat', 'rarely', 'done', 'middle', 'game', 'winning', 'streak', 'beat', 'oklahoma', 'orange', 'bowl', 'game', 'previewed', 'greatest', 'game', 'college', 'football', 'history', 'army', 'cadet', 'featured', 'similar', 'winning', 'streak', 'two', 'heisman', 'winner', 'doc', 'blanchard', 'glenn', 'davis', 'team', 'compare', 'nobody', 'done', 'quite', 'way', 'carroll', 'team', 'ita', 'came', 'close', 'nebraska', 'cornhusker', 'featured', 'undefeated', 'regular', 'season', 'included', 'winner', 'heisman', 'outland', 'trophy', 'lost', 'miami', 'orange', 'bowl', 'oklahoma', 'sooner', 'looked', 'similar', 'path', 'heisman', 'winner', 'jason', 'white', 'faltered', 'big', 'championship', 'game', 'well', 'orange', 'bowlin', 'light', 'uscs', 'recent', 'dominance', 'worth', 'considering', 'place', 'history', 'current', 'trojan', 'uscs', 'football', 'program', 'going', 'back', 'beginning', 'th', 'century', 'time', 'take', 'mantel', 'greatest', 'program', 'history', 'college', 'football', 'away', 'struggling', 'notre', 'dame', 'fighting', 'irish', 'lay', 'squarely', 'deserving', 'new', 'champion', 'usc', 'furthermore', 'usc', 'continues', 'lay', 'claim', 'greatest', 'historical', 'athletic', 'program', 'college', 'history', 'wellthe', 'twotime', 'defending', 'national', 'champion', 'dynasty', 'leinart', 'return', 'senior', 'year', 'better', 'season', 'leinart', 'senior', 'heisman', 'favorite', 'year', 'threetime', 'allamerican', 'walk', 'away', 'career', 'honor', 'player', 'ever', 'three', 'national', 'championship', 'two', 'heismans', 'johnny', 'unitas', 'award', 'walter', 'camp', 'award', 'maxwell', 'trophy', 'davey', 'obrien', 'award', 'et', 'al', 'probably', 'number', 'one', 'pick', 'nfl', 'draftthe', 'trojan', 'possibly', 'greatest', 'twoyear', 'dynasty', 'ever', 'win', 'third', 'title', 'first', 'lose', 'couple', 'linebacker', 'aside', 'leinart', 'bush', 'junior', 'running', 'back', 'lendale', 'white', 'herschel', 'dennis', 'return', 'whole', 'offensive', 'line', 'return', 'tight', 'end', 'receiver', 'back', 'defense', 'part', 'experienced', 'trojan', 'potential', 'greatest', 'singleseason', 'team', 'ever', 'assembled', 'better', 'even', 'trojan', 'sophtobe', 'jeff', 'byers', 'nation', 'best', 'lineman', 'coming', 'high', 'school', 'could', 'win', 'outland', 'trophy', 'graduating', 'sophtobe', 'linebacker', 'keith', 'river', 'top', 'prep', 'position', 'may', 'garner', 'butkus', 'trophy', 'day', 'leinart', 'leaf', 'nfl', 'usc', 'retool', 'quarterback', 'one', 'two', 'blue', 'chip', 'recruitsin', 'john', 'david', 'booty', 'redshirt', 'sophomore', 'top', 'prep', 'quarterback', 'america', 'louisiana', 'evangel', 'christian', 'high', 'school', 'competition', 'mark', 'sanchez', 'top', 'prep', 'quarterback', 'u', 'mission', 'viejo', 'high', 'nation', 'number', 'two', 'team', 'orange', 'county', 'california', 'usc', 'number', 'one', 'recruiting', 'class', 'country', 'three', 'year', 'row', 'last', 'year', 'considered', 'greatest', 'time', 'class', 'finalized', 'february', 'promise', 'good', 'pipeline', 'endless', 'light', 'fact', 'enter', 'next', 'season', 'ranked', 'number', 'one', 'favored', 'win', 'third', 'national', 'championship', 'row', 'worthy', 'continued', 'hype', 'consider', 'troy', 'run', 'table', 'winning', 'streak', 'probably', 'either', 'booty', 'sanchez', 'living', 'challenge', 'maybe', 'senior', 'running', 'back', 'bush', 'winning', 'heisman', 'starring', 'cast', 'headlined', 'junior', 'river', 'byers', 'trojan', 'could', 'challenge', 'oklahoma', 'game', 'winning', 'streak', 'looking', 'four', 'national', 'championship', 'row', 'wait', 'booty', 'could', 'quarterback', 'team', 'sanchez', 'would', 'redshirt', 'junior', 'senior', 'considering', 'last', 'two', 'sc', 'quarterback', 'carson', 'palmer', 'leinart', 'heisman', 'usc', 'could', 'conceivably', 'come', 'away', 'four', 'trophy', 'end', 'decade', 'scenario', 'could', 'senior', 'quarterback', 'matt', 'leinart', 'usc', 'senior', 'running', 'back', 'reggie', 'bush', 'usc', 'senior', 'usc', 'quarterback', 'john', 'david', 'booty', 'usc', 'oklahoma', 'running', 'back', 'adrian', 'petersen', 'pro', 'senior', 'quarterback', 'mark', 'sanchez', 'uscsteven', 'travers', 'author', 'best', 'selling', 'barry', 'bond', 'baseball', 'superman', 'graduate', 'university', 'southern', 'california', 'currently', 'working', 'new', 'book', 'turning', 'tide', 'former', 'trojan', 'football', 'star', 'sam', 'bam', 'cunningham', 'john', 'papadakis', 'turning', 'tide', 'document', 'uscalabama', 'game', 'ended', 'segregation', 'american', 'south', 'addition', 'book', 'film', 'documentary', 'development', 'steven', 'reached', 'uscsteveaolcom']",college football season come end pete carroll university southern california trojan completed perfect season collegiate football history many perfect team team went undefeated untied en route consensus national championship usc enjoyed fair share kind wiretowire perfect season star never aligned team quite like trojan first sixth team ranked number one nation preseason poll bowl game usc team twice trojan considered many greatest team time accomplished feat sc also ranked number one end regular season bowl carried right without interruptionthe trojan also boast heisman trophy winner twotime junior allamerican quarterback matt leinart teammate allamerican sophomore running back reggie bush new york finalist award usc repeat national championship feat rarely done middle game winning streak beat oklahoma orange bowl game previewed greatest game college football history army cadet featured similar winning streak two heisman winner doc blanchard glenn davis team compare nobody done quite way carroll team ita came close nebraska cornhusker featured undefeated regular season included winner heisman outland trophy lost miami orange bowl oklahoma sooner looked similar path heisman winner jason white faltered big championship game well orange bowlin light uscs recent dominance worth considering place history current trojan uscs football program going back beginning th century time take mantel greatest program history college football away struggling notre dame fighting irish lay squarely deserving new champion usc furthermore usc continues lay claim greatest historical athletic program college history wellthe twotime defending national champion dynasty leinart return senior year better season leinart senior heisman favorite year threetime allamerican walk away career honor player ever three national championship two heismans johnny unitas award walter camp award maxwell trophy davey obrien award et al probably number one pick nfl draftthe trojan possibly greatest twoyear dynasty ever win third title first lose couple linebacker aside leinart bush junior running back lendale white herschel dennis return whole offensive line return tight end receiver back defense part experienced trojan potential greatest singleseason team ever assembled better even trojan sophtobe jeff byers nation best lineman coming high school could win outland trophy graduating sophtobe linebacker keith river top prep position may garner butkus trophy day leinart leaf nfl usc retool quarterback one two blue chip recruitsin john david booty redshirt sophomore top prep quarterback america louisiana evangel christian high school competition mark sanchez top prep quarterback u mission viejo high nation number two team orange county california usc number one recruiting class country three year row last year considered greatest time class finalized february promise good pipeline endless light fact enter next season ranked number one favored win third national championship row worthy continued hype consider troy run table winning streak probably either booty sanchez living challenge maybe senior running back bush winning heisman starring cast headlined junior river byers trojan could challenge oklahoma game winning streak looking four national championship row wait booty could quarterback team sanchez would redshirt junior senior considering last two sc quarterback carson palmer leinart heisman usc could conceivably come away four trophy end decade scenario could senior quarterback matt leinart usc senior running back reggie bush usc senior usc quarterback john david booty usc oklahoma running back adrian petersen pro senior quarterback mark sanchez uscsteven travers author best selling barry bond baseball superman graduate university southern california currently working new book turning tide former trojan football star sam bam cunningham john papadakis turning tide document uscalabama game ended segregation american south addition book film documentary development steven reached uscsteveaolcom
6320001,book suppose intended older seasoned reader reading high school class understand meaningless babblings could get good preception details book leaving clueless uninterested though find book fascnating itriguing inspiring found boring arduous bland,0,32,"['book', 'suppose', 'intended', 'older', 'seasoned', 'reader', 'reading', 'high', 'school', 'class', 'understand', 'meaningless', 'babbling', 'could', 'get', 'good', 'preception', 'detail', 'book', 'leaving', 'clueless', 'uninterested', 'though', 'find', 'book', 'fascnating', 'itriguing', 'inspiring', 'found', 'boring', 'arduous', 'bland']",book suppose intended older seasoned reader reading high school class understand meaningless babbling could get good preception detail book leaving clueless uninterested though find book fascnating itriguing inspiring found boring arduous bland
6330001,private life kay scarpeta becoming something soap opera always troubled angry depressed fearful deepening examination life lives around book also last precinct beginning detract story story really quite good like lot quotoverreactionquot almost every mundane event life book however expect cool judgement calculated response puzzles faced person scientific mind prepare somewhat disappointed,0,52,"['private', 'life', 'kay', 'scarpeta', 'becoming', 'something', 'soap', 'opera', 'always', 'troubled', 'angry', 'depressed', 'fearful', 'deepening', 'examination', 'life', 'life', 'around', 'book', 'also', 'last', 'precinct', 'beginning', 'detract', 'story', 'story', 'really', 'quite', 'good', 'like', 'lot', 'quotoverreactionquot', 'almost', 'every', 'mundane', 'event', 'life', 'book', 'however', 'expect', 'cool', 'judgement', 'calculated', 'response', 'puzzle', 'faced', 'person', 'scientific', 'mind', 'prepare', 'somewhat', 'disappointed']",private life kay scarpeta becoming something soap opera always troubled angry depressed fearful deepening examination life life around book also last precinct beginning detract story story really quite good like lot quotoverreactionquot almost every mundane event life book however expect cool judgement calculated response puzzle faced person scientific mind prepare somewhat disappointed
6340001,end disappointment feel like best max ginas romance happened previous books bp aftermath wont even call afterglow always fab characters issues romance huge ive waiting book forever pb felt mundane instead internal strength max insecurities rather identical thought heroes booksjones molly never really caught attention either almost wished could stayed africa resolved story least setting wonderful kinds fun things could done problems nativesof course loved jules even got sick sweetiethe last quarter book skimmed see ended sick characters repetitive thoughts issues wanted alreadythe thing really bugged book editing every couple pages seemed find missing parentheses misspelled word considering hardback paid fortune least well edited mistakes make writer publisher look foolishmy guess though ms brockmann publisher rushing books sell well lets face readers eager one would willing wait another four five months better developed better written better edited story kind keep hoping ms brockmann produce againas would recommend buying hardcover,0,149,"['end', 'disappointment', 'feel', 'like', 'best', 'max', 'ginas', 'romance', 'happened', 'previous', 'book', 'bp', 'aftermath', 'wont', 'even', 'call', 'afterglow', 'always', 'fab', 'character', 'issue', 'romance', 'huge', 'ive', 'waiting', 'book', 'forever', 'pb', 'felt', 'mundane', 'instead', 'internal', 'strength', 'max', 'insecurity', 'rather', 'identical', 'thought', 'hero', 'booksjones', 'molly', 'never', 'really', 'caught', 'attention', 'either', 'almost', 'wished', 'could', 'stayed', 'africa', 'resolved', 'story', 'least', 'setting', 'wonderful', 'kind', 'fun', 'thing', 'could', 'done', 'problem', 'nativesof', 'course', 'loved', 'jules', 'even', 'got', 'sick', 'sweetiethe', 'last', 'quarter', 'book', 'skimmed', 'see', 'ended', 'sick', 'character', 'repetitive', 'thought', 'issue', 'wanted', 'alreadythe', 'thing', 'really', 'bugged', 'book', 'editing', 'every', 'couple', 'page', 'seemed', 'find', 'missing', 'parenthesis', 'misspelled', 'word', 'considering', 'hardback', 'paid', 'fortune', 'least', 'well', 'edited', 'mistake', 'make', 'writer', 'publisher', 'look', 'foolishmy', 'guess', 'though', 'm', 'brockmann', 'publisher', 'rushing', 'book', 'sell', 'well', 'let', 'face', 'reader', 'eager', 'one', 'would', 'willing', 'wait', 'another', 'four', 'five', 'month', 'better', 'developed', 'better', 'written', 'better', 'edited', 'story', 'kind', 'keep', 'hoping', 'm', 'brockmann', 'produce', 'againas', 'would', 'recommend', 'buying', 'hardcover']",end disappointment feel like best max ginas romance happened previous book bp aftermath wont even call afterglow always fab character issue romance huge ive waiting book forever pb felt mundane instead internal strength max insecurity rather identical thought hero booksjones molly never really caught attention either almost wished could stayed africa resolved story least setting wonderful kind fun thing could done problem nativesof course loved jules even got sick sweetiethe last quarter book skimmed see ended sick character repetitive thought issue wanted alreadythe thing really bugged book editing every couple page seemed find missing parenthesis misspelled word considering hardback paid fortune least well edited mistake make writer publisher look foolishmy guess though m brockmann publisher rushing book sell well let face reader eager one would willing wait another four five month better developed better written better edited story kind keep hoping m brockmann produce againas would recommend buying hardcover
6350001,ive always intrigued lines etched palms ive bought two books bible definitive guide series loved looked book several times store finally decided buy got home couldnt wait dive find meanings behind linesafter spending time going back studying think informative pictures easy understand helpful contain good bit basic information also gives excellent overview starting point subject palmistry seems like broad subject questions book alone answers obviously cannot cover great introduction good reference book palmistry bible definitive guides think great value amount information illustrations containsi didnt buy hopes becoming professional even reading others although would think would extremely interesting career im curious nature always wondered secrets stories lines contain could reveal,1,108,"['ive', 'always', 'intrigued', 'line', 'etched', 'palm', 'ive', 'bought', 'two', 'book', 'bible', 'definitive', 'guide', 'series', 'loved', 'looked', 'book', 'several', 'time', 'store', 'finally', 'decided', 'buy', 'got', 'home', 'couldnt', 'wait', 'dive', 'find', 'meaning', 'behind', 'linesafter', 'spending', 'time', 'going', 'back', 'studying', 'think', 'informative', 'picture', 'easy', 'understand', 'helpful', 'contain', 'good', 'bit', 'basic', 'information', 'also', 'give', 'excellent', 'overview', 'starting', 'point', 'subject', 'palmistry', 'seems', 'like', 'broad', 'subject', 'question', 'book', 'alone', 'answer', 'obviously', 'cover', 'great', 'introduction', 'good', 'reference', 'book', 'palmistry', 'bible', 'definitive', 'guide', 'think', 'great', 'value', 'amount', 'information', 'illustration', 'containsi', 'didnt', 'buy', 'hope', 'becoming', 'professional', 'even', 'reading', 'others', 'although', 'would', 'think', 'would', 'extremely', 'interesting', 'career', 'im', 'curious', 'nature', 'always', 'wondered', 'secret', 'story', 'line', 'contain', 'could', 'reveal']",ive always intrigued line etched palm ive bought two book bible definitive guide series loved looked book several time store finally decided buy got home couldnt wait dive find meaning behind linesafter spending time going back studying think informative picture easy understand helpful contain good bit basic information also give excellent overview starting point subject palmistry seems like broad subject question book alone answer obviously cover great introduction good reference book palmistry bible definitive guide think great value amount information illustration containsi didnt buy hope becoming professional even reading others although would think would extremely interesting career im curious nature always wondered secret story line contain could reveal
6360001,house dead many printing errors impossible read involvement pleasure love story try find errorfree copy another publisher,0,17,"['house', 'dead', 'many', 'printing', 'error', 'impossible', 'read', 'involvement', 'pleasure', 'love', 'story', 'try', 'find', 'errorfree', 'copy', 'another', 'publisher']",house dead many printing error impossible read involvement pleasure love story try find errorfree copy another publisher
6370001,unusual cleverly conceived childrens book strings together series tales legends english history unfortunately doubt modern kids would find traditional stories engaging despite charming premise ancient magical creature bringing life group children adult found light keep attention,0,36,"['unusual', 'cleverly', 'conceived', 'childrens', 'book', 'string', 'together', 'series', 'tale', 'legend', 'english', 'history', 'unfortunately', 'doubt', 'modern', 'kid', 'would', 'find', 'traditional', 'story', 'engaging', 'despite', 'charming', 'premise', 'ancient', 'magical', 'creature', 'bringing', 'life', 'group', 'child', 'adult', 'found', 'light', 'keep', 'attention']",unusual cleverly conceived childrens book string together series tale legend english history unfortunately doubt modern kid would find traditional story engaging despite charming premise ancient magical creature bringing life group child adult found light keep attention
6380001,musician agree content carol kaye offers excellent however presentation dated would suggest material made available ipad current media dvd,0,19,"['musician', 'agree', 'content', 'carol', 'kaye', 'offer', 'excellent', 'however', 'presentation', 'dated', 'would', 'suggest', 'material', 'made', 'available', 'ipad', 'current', 'medium', 'dvd']",musician agree content carol kaye offer excellent however presentation dated would suggest material made available ipad current medium dvd
6390001,carl hiaasen former miami herald reporter written eleven novels thematically revolve around destruction florida wilderness particularly everglades corruption amongst officials state local governments allow destructionwe first meet heroine skinny dip joey perrone plummeting deck cruise liner towards ocean courtesy husband committed crime apparent reason im giving anything away say survives plunge ending company mick stranahan oft married loner hiaasen frequently uses recurring characters books stranahan first appears skin tight together work solve mystery joeys husband attempted murder joey tries exact revenge timethe husband question charles chaz perrone nature hating marine biologist believes committed perfect crime chagrin finds detective assigned case keen accept conclusion accidental death insists digging despite fact soon leaving florida less humid climate native minnesota investigations actions mick joey misadventures chaz meet many colourful characters including corrupt florida big farm owner thugbodyguard hire steals road side accident site crosses plant garden keeps trailer easier care plants two albino pythons certain crazy ex florida governor expressly identified novel would recognize immediately previous hiaasen missivesas novels fun skinny dip journey find joey mick succeed efforts chaz bad guys get deserve fun quick read first author would probably whet appetite ive enjoyed novels would recommend lucky stormy weather good ones try next,1,201,"['carl', 'hiaasen', 'former', 'miami', 'herald', 'reporter', 'written', 'eleven', 'novel', 'thematically', 'revolve', 'around', 'destruction', 'florida', 'wilderness', 'particularly', 'everglades', 'corruption', 'amongst', 'official', 'state', 'local', 'government', 'allow', 'destructionwe', 'first', 'meet', 'heroine', 'skinny', 'dip', 'joey', 'perrone', 'plummeting', 'deck', 'cruise', 'liner', 'towards', 'ocean', 'courtesy', 'husband', 'committed', 'crime', 'apparent', 'reason', 'im', 'giving', 'anything', 'away', 'say', 'survives', 'plunge', 'ending', 'company', 'mick', 'stranahan', 'oft', 'married', 'loner', 'hiaasen', 'frequently', 'us', 'recurring', 'character', 'book', 'stranahan', 'first', 'appears', 'skin', 'tight', 'together', 'work', 'solve', 'mystery', 'joeys', 'husband', 'attempted', 'murder', 'joey', 'try', 'exact', 'revenge', 'timethe', 'husband', 'question', 'charles', 'chaz', 'perrone', 'nature', 'hating', 'marine', 'biologist', 'belief', 'committed', 'perfect', 'crime', 'chagrin', 'find', 'detective', 'assigned', 'case', 'keen', 'accept', 'conclusion', 'accidental', 'death', 'insists', 'digging', 'despite', 'fact', 'soon', 'leaving', 'florida', 'less', 'humid', 'climate', 'native', 'minnesota', 'investigation', 'action', 'mick', 'joey', 'misadventure', 'chaz', 'meet', 'many', 'colourful', 'character', 'including', 'corrupt', 'florida', 'big', 'farm', 'owner', 'thugbodyguard', 'hire', 'steal', 'road', 'side', 'accident', 'site', 'cross', 'plant', 'garden', 'keep', 'trailer', 'easier', 'care', 'plant', 'two', 'albino', 'python', 'certain', 'crazy', 'ex', 'florida', 'governor', 'expressly', 'identified', 'novel', 'would', 'recognize', 'immediately', 'previous', 'hiaasen', 'missivesas', 'novel', 'fun', 'skinny', 'dip', 'journey', 'find', 'joey', 'mick', 'succeed', 'effort', 'chaz', 'bad', 'guy', 'get', 'deserve', 'fun', 'quick', 'read', 'first', 'author', 'would', 'probably', 'whet', 'appetite', 'ive', 'enjoyed', 'novel', 'would', 'recommend', 'lucky', 'stormy', 'weather', 'good', 'one', 'try', 'next']",carl hiaasen former miami herald reporter written eleven novel thematically revolve around destruction florida wilderness particularly everglades corruption amongst official state local government allow destructionwe first meet heroine skinny dip joey perrone plummeting deck cruise liner towards ocean courtesy husband committed crime apparent reason im giving anything away say survives plunge ending company mick stranahan oft married loner hiaasen frequently us recurring character book stranahan first appears skin tight together work solve mystery joeys husband attempted murder joey try exact revenge timethe husband question charles chaz perrone nature hating marine biologist belief committed perfect crime chagrin find detective assigned case keen accept conclusion accidental death insists digging despite fact soon leaving florida less humid climate native minnesota investigation action mick joey misadventure chaz meet many colourful character including corrupt florida big farm owner thugbodyguard hire steal road side accident site cross plant garden keep trailer easier care plant two albino python certain crazy ex florida governor expressly identified novel would recognize immediately previous hiaasen missivesas novel fun skinny dip journey find joey mick succeed effort chaz bad guy get deserve fun quick read first author would probably whet appetite ive enjoyed novel would recommend lucky stormy weather good one try next
6400001,lord flies one best books ever read best displays excellent realism great plot version truth human nature exact hard believe true story william golding gets deep characters minds know exactly kind person book extremely disturbing like books cute little puppies book definitely sorrythe climax without doubt best part book thats give lord flies five stars,1,55,"['lord', 'fly', 'one', 'best', 'book', 'ever', 'read', 'best', 'display', 'excellent', 'realism', 'great', 'plot', 'version', 'truth', 'human', 'nature', 'exact', 'hard', 'believe', 'true', 'story', 'william', 'golding', 'get', 'deep', 'character', 'mind', 'know', 'exactly', 'kind', 'person', 'book', 'extremely', 'disturbing', 'like', 'book', 'cute', 'little', 'puppy', 'book', 'definitely', 'sorrythe', 'climax', 'without', 'doubt', 'best', 'part', 'book', 'thats', 'give', 'lord', 'fly', 'five', 'star']",lord fly one best book ever read best display excellent realism great plot version truth human nature exact hard believe true story william golding get deep character mind know exactly kind person book extremely disturbing like book cute little puppy book definitely sorrythe climax without doubt best part book thats give lord fly five star
6410001,im classics fan remember seen movie lon chaney kid read book brought movie life,1,14,"['im', 'classic', 'fan', 'remember', 'seen', 'movie', 'lon', 'chaney', 'kid', 'read', 'book', 'brought', 'movie', 'life']",im classic fan remember seen movie lon chaney kid read book brought movie life
6420001,book made realize civil rights movement taught years history class elementary middle high school really good book tells john griffins personal experiences black man south never would known many things blacks went hadnt read book strongly reccommend book everyone,1,39,"['book', 'made', 'realize', 'civil', 'right', 'movement', 'taught', 'year', 'history', 'class', 'elementary', 'middle', 'high', 'school', 'really', 'good', 'book', 'tell', 'john', 'griffin', 'personal', 'experience', 'black', 'man', 'south', 'never', 'would', 'known', 'many', 'thing', 'black', 'went', 'hadnt', 'read', 'book', 'strongly', 'reccommend', 'book', 'everyone']",book made realize civil right movement taught year history class elementary middle high school really good book tell john griffin personal experience black man south never would known many thing black went hadnt read book strongly reccommend book everyone
6430001,turns didnt need product college read book anyways good book read,1,11,"['turn', 'didnt', 'need', 'product', 'college', 'read', 'book', 'anyways', 'good', 'book', 'read']",turn didnt need product college read book anyways good book read
